Y,ID,Operator,Date,Priority,Price,Speed,Duration,Temp,Location,Agreed,State,Class,Surface,sensor1,sensor2,sensor3,sensor4,sensor5,sensor6,sensor7,sensor8,sensor9,sensor10,sensor11,sensor12,sensor13,sensor14,sensor15,sensor16,sensor17,sensor18,sensor19,sensor20,sensor21,sensor22,sensor23,sensor24,sensor25,sensor26,sensor27,sensor28,sensor29,sensor30
10.42986008,D16,TX,27/04/2018,Medium,Expensive,Medium,Very Long,Warm,Storage tanks,Yes,Under review,Wooden,Rough,21.34583403,15.92183155,27.57797979,328.6744957,14.92726101,NA,14.35750551,325.1482621,19.9120036,14.10046976,327.5019661,27.45702159,46.89469786,24.40224948,40.30509622,353.4792417,34.18021075,28.40372029,42.08199532,32.94211787,74.80673681,361.112558,41.73769963,357.9647198,75.50550982,88.21283465,91.51914186,348.627137,96.73095826,55.82678098
26.69313554,D17,TX,3/05/2018,Low,Expensive,Medium,Long,Hot,Storage tanks,Yes,Checked,Wooden,Rough,16.51238541,14.88233542,11.4232538,335.4957009,16.83985145,12.8487527,13.13220957,332.3199066,11.38867271,20.45326957,354.4386722,92.87801736,112.3483188,98.30235403,119.8732739,356.5421888,95.90570859,105.5052991,110.7884981,94.20049181,12.14082704,349.8184339,9.456058395,327.6516681,36.54011923,4.066335256,1.954938323,366.6900005,30.56633229,35.92745825
28.17282546,D18,TX,11/05/2018,High,Cheap,Fast,Long,Warm,Steam plant,No,Checked,Metal,Rough,23.35913463,29.1744287,24.14341607,337.8798278,25.58577696,26.75229758,35.30639629,358.7699442,24.92483595,29.48996753,359.8469274,60.36139419,81.46882882,82.80802621,80.57497604,354.3182901,81.58863935,83.79280932,72.64887976,70.66937502,13.00253204,369.1648164,-28.23791865,337.092808,-26.90955974,-32.24542113,-32.72356687,356.0616155,-8.659962438,-41.8835878
28.31264448,D19,TX,18/05/2018,Medium,Expensive,Medium,Long,Hot,Storage tanks,Yes,Under review,Ceramic,Rough,26.88566942,30.4368227,22.89689876,350.7278714,18.61394416,NA,25.23885182,358.9966749,22.13162895,29.33277041,359.6466785,93.19592914,104.3163917,92.49983189,82.94606387,329.369932,82.09413946,84.51832526,96.55188642,77.41010145,1.429153808,344.2427663,-12.6590633,327.4511048,25.32548631,-29.50380635,26.68627409,358.5064805,16.00673453,6.913968865
22.88171372,D20,TX,25/05/2018,High,Expensive,Fast,Long,Cold,Storage tanks,Yes,Checked,Plastic,Rough,37.2881346,27.79855091,29.45214941,345.7758877,32.57499569,NA,31.08402377,359.2502832,26.2954527,22.00100286,340.0219248,63.50958176,58.7786696,65.07083501,73.08051848,355.5302783,64.24385621,61.84420787,68.41820645,47.51079959,72.69336135,330.4050007,70.99769262,331.9953159,79.4020853,36.26518059,24.50489487,330.2624509,79.22060196,53.76513577
10.17403979,D21,TX,1/06/2018,Low,Expensive,Medium,Short,Warm,Storage tanks,Yes,Checked,Ceramic,Textured,3.156121147,5.982857079,1.308699741,332.8195927,14.66950506,11.47357935,10.79301233,333.279811,6.183363787,-1.800843817,364.3829188,29.88887808,36.82962116,32.50719827,24.0310334,356.2253156,27.15453316,32.36760633,47.51139903,32.23505012,-3.208769962,328.6336062,-12.46040959,337.6189883,-35.29895915,-29.89060616,-20.41102101,363.1122454,-35.16340111,-21.5174528
27.99288,D22,TX,7/06/2018,Medium,Cheap,Medium,Long,Hot,Steam plant,No,Checked,Wooden,Textured,8.521803165,9.483327141,14.70173267,340.9891203,16.18981876,14.1301154,17.03511228,366.0895487,3.640024686,22.82489602,349.2338834,74.12401388,72.68066,65.55731826,59.39062737,340.087036,63.48284821,59.77617184,55.21409771,39.45742252,9.834241874,337.8757277,-7.102595775,355.7846804,8.624282877,2.909420313,8.629006193,323.3580679,3.26062718,14.87506174
9.406897159,D23,TX,14/06/2018,Medium,Fair,Medium,Very Long,Warm,Control room,Yes,Uncertain,Wooden,Rough,12.07459867,8.317451479,5.661641418,359.906772,9.620564905,8.855521921,-1.36556967,354.1231058,2.831921977,-3.417952686,360.9903979,94.82991151,89.56580368,80.76563974,90.11810609,365.3297034,101.0313499,93.8770171,96.91159135,79.84341974,-0.558374385,368.5139799,9.224929648,361.7546022,29.05905123,27.76974737,-10.23748755,324.665862,9.903466641,-6.171079843
28.4287965,D24,TX,22/06/2018,High,Cheap,Fast,Short,Warm,Steam plant,Yes,Checked,Plastic,Smooth,29.7497462,34.71094493,37.42277317,369.6188788,41.08862261,33.48522123,31.47907151,328.9749223,22.21999094,21.90947971,334.109953,97.2954698,106.5868868,94.60263616,93.20498958,333.3299971,85.33743329,98.57569478,104.3149373,114.3046557,-43.87508263,349.676268,-69.07045924,355.6466461,-52.58346945,-48.86479538,-51.82604399,325.7904825,-45.01369724,-19.56615796
22.28606818,D25,TX,29/06/2018,Medium,Expensive,Medium,Short,Warm,Control room,Yes,Uncertain,Wooden,Smooth,5.567100428,11.55552155,3.657924127,336.3967879,8.481109853,7.646940495,11.99762115,347.8635475,13.41729472,12.83123892,358.9137954,52.65430322,53.85939499,66.98340134,65.2757087,323.6126029,55.62511756,55.9637878,69.8243968,68.4289899,101.3293947,365.1167286,88.5116388,353.8503616,59.24984781,92.39099274,91.59105055,344.8977061,75.5709865,72.45615491
24.97531113,D26,TX,5/07/2018,Medium,Expensive,Fast,Long,Hot,Steam plant,Yes,Uncertain,Wooden,Rough,16.97361129,17.41948885,17.87827273,337.7173018,16.57021112,NA,19.52330997,345.3331171,11.72926391,23.8210659,360.3149876,60.62821865,60.33758033,73.48660349,70.41598062,331.7210449,58.23235549,53.04012944,51.32529171,52.10579068,64.95896433,340.9831396,93.86007097,336.2826752,100.2424286,86.60889794,79.02325243,363.6950344,71.15859437,99.83127581
9.230937773,D27,TX,12/07/2018,Medium,Cheap,Fast,Short,Warm,Storage tanks,Yes,Checked,Ceramic,Textured,5.778986573,0.303051605,0.144289924,350.2389344,-1.994429003,6.41799491,0.846247352,340.3379107,-0.471321931,-0.608837978,326.1948761,115.712526,91.89541077,87.71856224,85.86679092,338.2463862,93.60605866,92.11577179,107.1722178,97.45942292,-23.69425629,340.0787281,-24.71475777,322.408438,2.90745636,1.534801957,-6.1993862,343.9606858,-18.42120886,-12.9182794
14.85602972,D28,TX,20/07/2018,Low,Expensive,Fast,Short,Hot,Control room,Yes,Checked,Wooden,Textured,20.1595396,30.89951211,27.49172698,357.3074316,39.32816027,38.14745425,38.41181041,323.1354794,29.37535958,29.91807514,335.9516948,76.92826348,90.75111214,82.12915852,78.87203776,338.5923644,96.01325942,70.04063799,70.67125567,84.99349801,63.4622574,324.8879794,70.07583736,361.3383812,47.30058115,77.05202097,40.71003428,328.3758575,76.13288899,65.57536652
34.41282657,D29,TX,27/07/2018,High,Fair,Medium,Long,Hot,Steam plant,No,Uncertain,Plastic,Rough,20.95677994,25.90944002,25.1066125,332.5801866,20.68152248,NA,18.7637015,329.045791,25.71642147,17.47967224,359.8413047,58.26465444,66.08622625,70.13901182,71.12698632,365.2829526,61.35618402,68.09328995,88.39890988,69.92762799,68.61894528,339.2950275,44.46223172,352.1294528,85.42616338,76.90357884,74.01291568,365.0502918,76.63987141,65.42578267
18.3444549,D30,TX,3/08/2018,Medium,Expensive,Medium,Short,Cold,Steam plant,Yes,Checked,Plastic,Textured,10.16417985,3.648896241,8.095846791,368.6802832,0.423135003,NA,7.855418252,345.5118876,12.58226154,6.774315729,365.6449217,74.43585724,50.73135718,76.18144151,78.09839309,329.2280478,79.44406109,84.41412099,80.24600196,71.46168282,48.77714273,334.7634289,77.05148601,365.1085828,62.04189106,73.85663052,78.32497535,335.3192301,51.0452766,83.83954508
13.95489488,D31,TX,10/08/2018,High,Expensive,Fast,Short,Hot,Control room,Yes,Under review,Ceramic,Rough,5.162389566,2.015639311,11.49760203,365.4022227,-1.729344628,7.771757206,4.928659041,334.8525774,1.892859693,3.165120395,324.0756288,88.08366271,83.51324677,74.54652681,70.13800374,349.0460683,60.38867398,91.91051014,61.55481033,65.44608868,-28.26437798,347.2050578,-28.31809519,320.5852143,-10.83237667,-13.19495542,-21.29630417,331.9993856,-15.4419597,-15.67055375
22.39616544,D32,TX,17/08/2018,Low,Cheap,Fast,Short,Warm,Steam plant,No,Uncertain,Metal,Textured,45.81634313,24.14085759,31.84076874,362.8400423,37.66729834,35.3222618,27.72888198,346.8380771,30.14839533,28.63318379,339.1520528,94.05957604,86.4617357,96.14604801,77.17775433,328.704786,84.99647383,97.97415948,84.75683078,88.78393318,39.66171142,335.2112874,62.06334681,368.9065322,71.71561438,80.49055954,59.91141725,367.0055792,65.49194113,70.2201985
30.67505884,D33,TX,24/08/2018,Medium,Cheap,Medium,Long,Warm,Control room,Yes,Checked,Wooden,Textured,34.84574739,38.41505237,30.66208736,330.7480107,27.24000938,37.08933462,35.68685726,330.7764535,37.48387558,31.09287029,343.2705358,113.3261427,100.4468173,83.7518135,84.14666513,363.5584896,90.79566515,73.68674205,90.24139663,91.59494871,16.80752525,367.653314,4.406837601,328.8330474,-1.207025171,10.45599049,-1.219365704,347.1013233,10.40647834,-2.793450249
25.38766035,D34,TX,31/08/2018,Medium,Expensive,Medium,Short,Warm,Storage tanks,No,Checked,Wooden,Rough,34.07986997,44.91480781,41.7227786,325.2869754,33.54553537,33.1741364,35.98915994,323.0057756,41.19569205,44.95862614,353.080465,100.1138064,112.173231,87.81169528,90.9691866,368.510285,104.6118335,88.23641173,95.834945,111.910794,3.376053833,335.2494433,-10.2694401,357.2576918,-26.02272878,-2.142692268,-18.97303631,332.3318197,-19.23267783,8.685535012
15.76906406,D35,TX,6/09/2018,High,Expensive,Fast,Long,Warm,Control room,Yes,Checked,Metal,Textured,3.546799152,9.285282079,0.229126769,323.0329692,6.887424762,5.480448415,9.872857894,363.8768894,2.469357182,15.45977619,347.2173992,55.35453638,85.59849778,74.63623516,65.81150104,331.7727189,74.25008687,62.65193604,67.99543732,61.15923627,45.84163251,345.0153014,51.44762005,342.5186335,42.02247041,29.96697101,39.21268291,348.5278946,55.23389355,57.37207363
27.54316692,D36,TX,14/09/2018,High,Expensive,Medium,Short,Cold,Control room,No,Uncertain,Plastic,Rough,39.7585217,42.81433148,42.04353478,347.1737474,35.95077056,35.65318368,36.14856469,362.4981987,34.2362881,43.47008859,331.5116845,93.53209521,101.3064066,70.52084779,65.70994769,327.8578532,88.33561953,93.35735778,76.54200587,101.629571,-30.99730377,322.142065,-25.63706332,332.1621731,-10.20578869,-14.67849009,-2.140294718,367.9770635,-22.6106675,-16.28454647
14.05542507,D37,TX,20/09/2018,High,Expensive,Fast,Short,Hot,Steam plant,Yes,Under review,Metal,Rough,11.79911887,-1.580519197,3.06944138,344.6356251,-1.529599128,-4.072611832,5.291789985,326.6046984,3.439942239,-1.085644184,339.0101666,39.23643498,46.50847606,45.7802582,56.17601907,346.4268207,43.10584856,47.49297891,41.06917359,42.13850192,63.25664603,343.9975271,25.31264187,349.2503526,43.96995507,28.93712761,44.73610647,320.1366908,74.17564144,44.55585825
11.15379117,D38,TX,28/09/2018,Low,Expensive,Fast,Short,Warm,Control room,Yes,Under review,Wooden,Rough,17.05341432,11.79669801,12.18266655,335.7724139,12.76594437,NA,17.48356215,354.6097513,3.38498721,6.633958558,360.280241,46.55682763,35.56446486,26.84389678,28.20975212,329.957308,29.70538861,57.38026142,35.18564708,31.80099704,-30.02912192,363.3183129,-33.33263147,352.169376,-2.932597661,-26.71063783,-23.11378602,357.2997395,-8.521054641,-37.0849105
30.23924752,D39,TX,4/10/2018,High,Cheap,Slow,Long,Hot,Steam plant,Yes,Under review,Wooden,Rough,29.3731131,23.44065961,28.68648624,336.3495572,27.28666774,32.57667823,23.58521898,356.7933864,24.24187564,32.99307298,325.3323342,61.74652614,94.32039169,71.49475808,87.18597153,333.008589,96.41940948,82.81204798,87.010325,79.05247702,-17.39383218,366.6008303,16.60474004,342.7111187,13.34103304,-1.194611469,10.67135895,363.3828258,10.02274595,4.227056987
10.07614587,D40,TX,12/10/2018,Medium,Expensive,Fast,Short,Hot,Control room,No,Under review,Ceramic,Textured,8.211852212,2.902328236,15.06165299,334.1527614,7.432711833,11.6174962,5.295521333,350.0206655,7.684757138,12.59118839,347.0064891,48.42864619,69.29147639,52.04270569,40.48973795,351.7926555,48.17471652,62.2210388,47.20309221,66.20642497,102.0063575,342.3925608,59.63876397,366.5888723,79.93231839,70.53843753,94.49832823,350.5801945,75.31230361,81.04733478
11.30566019,D41,TX,18/10/2018,High,Expensive,Slow,Short,Hot,Control room,Yes,Uncertain,Plastic,Textured,24.2945456,21.6476476,27.04902019,348.2082077,20.10441244,NA,21.43619896,345.0603694,19.8351543,18.21412401,332.0351635,54.51096473,50.61424191,51.80257108,47.57993252,325.162593,51.98677231,57.32620681,38.26100207,67.68903847,31.80208823,338.7989058,41.12633401,335.6509226,43.75640636,56.27045805,9.270138505,337.9188334,16.86147843,29.85617179
30.65289939,D42,TX,26/10/2018,Medium,Fair,Medium,Long,Warm,Storage tanks,No,Under review,Ceramic,Smooth,12.5911837,14.53809727,25.15552842,365.6901327,12.21831605,NA,14.87408667,360.0053842,6.212742592,15.1137621,343.5223821,98.83766944,77.82451677,91.19083878,94.64181002,344.0138304,101.5102656,82.06061712,100.1366163,104.0914616,-36.95222161,365.4561203,-33.32328068,325.5967133,-39.99329115,-44.72673618,-51.62866012,368.5695225,-41.19282159,-33.34466814
26.81914157,D43,TX,1/11/2018,High,Expensive,Fast,Long,Hot,Storage tanks,Yes,Uncertain,Ceramic,Rough,17.60572318,14.93714703,29.85304851,341.3413722,21.97418679,30.85226948,30.40767524,362.7897738,27.69691388,17.55362287,338.6214481,86.54258001,85.73326835,92.88632252,86.02070224,331.4332339,81.87056349,96.08489157,101.5149663,106.0346569,64.76614689,327.0710941,71.91153279,355.6196109,72.04601709,71.1621454,71.36665348,362.7805306,80.07513854,63.47760173
20.1451091,D44,TX,9/11/2018,High,Expensive,Fast,Long,Warm,Storage tanks,No,Checked,Ceramic,Rough,24.0600994,26.09560555,27.43699098,364.1350508,35.87649688,NA,23.13237882,323.9940771,21.92905173,12.30371095,321.4147959,56.25615731,52.39380862,37.29867235,41.14809847,349.9524039,56.48797858,39.7215635,52.05197346,36.82537077,6.286337228,322.8478597,34.83717333,339.6633522,29.2743402,24.57154142,-2.17560824,368.7526957,-4.906472986,5.315080115
19.88792235,D45,TX,15/11/2018,High,Expensive,Medium,Short,Cold,Control room,No,Checked,Wooden,Rough,24.38163426,25.8564254,27.16627989,354.7223536,30.35921669,NA,18.57191553,329.7211175,20.22258814,22.90178927,339.6271869,37.96806336,55.56699378,58.425396,29.27356301,362.5190534,47.30736635,46.40799608,39.12788996,49.09712086,54.49597812,366.0397645,44.39681749,352.1209621,56.3321761,51.43837933,67.01748528,341.8183254,80.38249483,44.21623354
16.19307701,D46,TX,23/11/2018,High,Fair,Fast,Short,Hot,Storage tanks,Yes,Uncertain,Wooden,Rough,15.59552142,24.04711336,33.96766528,356.7069209,13.03278041,13.19136184,20.22977351,324.6355075,21.46757916,23.01585272,347.318793,49.62592719,45.07404498,59.66201885,48.57484652,344.6795505,34.62810829,42.0146144,58.07479335,46.93774765,-16.35369148,346.5035908,-4.978579651,345.7933345,-10.31010641,-24.09575984,-4.968463228,355.9034909,-2.213707749,1.934334268
20.8730642,D47,TX,30/11/2018,Medium,Fair,Fast,Short,Cold,Storage tanks,Yes,Checked,Plastic,Smooth,34.15573115,40.10917587,40.57408221,331.3641209,26.98418915,26.40960927,40.75455085,331.4275494,45.35099161,34.90805742,328.2350363,86.18091403,94.98835467,76.89551795,75.79940019,352.854754,55.06268563,77.5940924,73.60319026,76.65714504,90.38100572,358.6090098,70.19054942,321.9844923,104.426922,91.20626721,87.85011426,339.5743626,77.72513104,100.0888251
22.47653867,D48,TX,6/12/2018,Low,Expensive,Medium,Short,Hot,Steam plant,No,Uncertain,Plastic,Smooth,7.227499354,4.412047636,2.327324059,338.95037,14.48331363,12.95496488,13.03442446,367.1221737,9.375796478,6.053334876,361.1665542,68.52829717,61.09895455,64.51690992,47.0080903,357.1177333,48.19168619,73.8045857,58.17832757,49.38789139,-19.72365546,352.380519,-11.8733081,355.984854,-17.4052621,0.122234107,4.456740775,366.8559801,-6.403765939,-8.002210852
23.74643763,D49,TX,13/12/2018,High,Cheap,Medium,Short,Warm,Steam plant,Yes,Uncertain,Wooden,Rough,18.99043614,17.45330718,19.01681456,327.1017041,16.41776576,10.7941016,19.33529704,332.1952643,13.25401445,26.3887647,349.0319574,27.98871483,41.9795297,41.96479575,36.48604608,364.4220748,22.0833434,21.56615792,33.8010658,36.20653595,-2.787279334,334.8487344,-4.428391964,326.2217803,9.720376471,22.28906762,5.987927087,353.690461,39.46367692,26.39119382
28.72444068,D50,TX,20/12/2018,Low,Expensive,Fast,Long,Warm,Steam plant,No,Under review,Wooden,Rough,42.86476803,30.43374587,38.09173685,369.3635402,31.86380827,38.54197183,34.82837661,333.3266982,37.97773958,34.05244267,360.5778699,34.42434776,45.24733844,44.45799031,33.69109888,343.3479125,33.20521358,22.27918405,1.6899321,40.45789305,25.33317898,352.8769304,20.52704032,327.7391115,0.003037751,-4.203884924,34.30252987,322.557092,0.743665794,15.18600695
34.65135645,D51,TX,27/12/2018,Low,Cheap,Medium,Long,Hot,Control room,Yes,Uncertain,Metal,Smooth,43.20032373,49.95026929,35.99218472,359.5099393,30.63882127,30.33636427,34.20701711,355.3164874,30.90466039,32.01757457,359.1206171,88.8773352,67.12947755,85.06283064,60.81313663,360.1704808,86.68245052,79.2791317,69.50363241,80.35622553,-15.85448294,342.8402617,-11.55723676,359.8486623,-4.91331121,0.652006108,-9.675796599,350.1312996,5.147343274,-3.859083911
20.66515876,D52,TX,4/01/2019,Medium,Expensive,Fast,Short,Hot,Control room,Yes,Under review,Wooden,Smooth,27.46446023,29.94981609,25.9964832,326.716516,21.84468304,NA,20.36544239,343.4608955,23.04519594,21.20248385,339.5557925,51.81613166,59.49133573,50.7060521,75.79540675,326.0729356,64.49510215,70.86033323,68.1608638,56.42622511,56.5582947,365.1035598,74.84812387,347.8945164,64.68099484,49.27286122,73.22992533,366.2549277,52.83249566,66.42845774
17.06498254,D53,TX,11/01/2019,Medium,Expensive,Fast,Short,Hot,Control room,Yes,Under review,Plastic,Rough,41.44206664,40.29605789,36.26759107,347.0027774,37.09615345,36.12752541,30.11336827,349.1931704,38.17802152,42.24716101,322.3794,52.37976362,31.70899259,44.16373106,39.16057469,364.0919755,40.79806162,47.41188976,42.4007097,42.0707247,-22.86597156,328.764031,-15.96427135,343.3549112,-14.14284739,-11.29597306,-19.41324786,327.4265071,-15.03258063,5.120202508
14.44674179,D54,TX,17/01/2019,Medium,Expensive,Medium,Short,Hot,Storage tanks,No,Checked,Plastic,Textured,25.34601424,19.46202501,29.43282378,321.843111,25.51258295,NA,24.02744755,351.7208487,22.76207068,20.59894532,338.1634379,35.82113462,32.87139529,22.60625391,36.12859076,363.4185578,36.73204013,39.78550429,39.57864656,38.89762715,70.35436019,352.4910054,64.21874843,349.4734756,66.0352229,67.04303234,61.89248129,343.2128441,70.41468731,64.70826616
35.94663145,D55,TX,24/01/2019,Medium,Fair,Medium,Long,Warm,Control room,No,Checked,Wooden,Smooth,27.92336927,39.99131702,35.09139605,321.0415415,42.08551121,34.81667902,29.19740447,363.2707735,30.98928691,36.32948408,329.7048009,97.25058283,89.41334017,98.33608941,86.07127963,351.5262663,108.368051,84.49462145,90.70830935,104.7844257,97.93492289,367.8785858,101.3795965,365.9377337,93.26617562,103.2970633,76.14645633,355.1788854,107.6877062,93.90499507
14.2715794,D56,TX,1/02/2019,High,Cheap,Fast,Very Long,Hot,Steam plant,Yes,Checked,Metal,Smooth,24.83837156,25.19079406,25.04577462,323.2917644,18.53045377,11.38649499,17.45586071,351.1939953,17.01791216,15.4177365,333.8619587,90.24205663,82.92860072,100.3983477,80.91419021,347.725734,87.62367848,58.44177347,87.61663604,85.67271845,-32.46652424,321.3579756,-48.30684267,327.6976431,-40.57254796,-24.9504535,-41.84668219,341.3351176,-27.13798587,-40.59918411
